         29879648 function calls (29629590 primitive calls) in 15.431 seconds

   Ordered by: cumulative time
   List reduced from 327 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   474252    0.104    0.000    0.125    0.000 /private/tmp/apsgo-unified-step71-281mPy/src/apsgo_scheduler/core/budget.py:20(_finite_time)
   691798    0.097    0.000    0.209    0.000 <string>:2(__hash__)
    34366    0.096    0.000    0.096    0.000 /private/tmp/apsgo-unified-step71-281mPy/src/apsgo_scheduler/core/_numeric_candidate_kernel.py:214(_parts_have_real)
    70463    0.095    0.000    0.249    0.000 /private/tmp/apsgo-unified-step71-281mPy/src/apsgo_scheduler/core/_numeric_refinement_scan.py:397(source_stream)
   474255    0.095    0.000    0.815    0.000 /Users/miles/dev/dev-py/APSGOV7/tools/verify_unified_numeric_search_prefix.py:66(permit)
  1286354    0.085    0.000    0.085    0.000 /Users/miles/anaconda3/envs/aps_3.10.18/lib/python3.10/dataclasses.py:1202(<genexpr>)
   174640    0.083    0.000    0.083    0.000 {built-in method numpy.array}
854574/691798    0.082    0.000    0.112    0.000 {built-in method builtins.hash}


